Tweet ID,Username,Content,Created At,User Location,Filtered Location
954847836973273089,annemariayritys,Arctic Climate Change Leads to Major Impacts on the Environment: https://t.co/6kYrgu1Znj #climatechange #climateaction https://t.co/O9YmhzIl5W,2018-01-20 22:47:19+00:00,"Tampere, Finland",Finland
954847316770459648,mikhalil_dr,Government launches Climate Change adaptation strategy https://t.co/991cZH8ePG,2018-01-20 22:45:15+00:00,"South Dublin, Ireland",Ireland
954655474477162496,valmasdel,"Budget cuts affect NOAA's Climate and Global Change Postdoctoral Fellowship Program,
- now funding fewer researchers than it ever has since 1991.
- the 2017 class is the only one other than the first to be all male.
https://t.co/niSSSoHxWu",2018-01-20 10:02:56+00:00,France,France
954846845724962816,annemariayritys,Acidic Oceans a Threat to Arctic Life: https://t.co/0ePpuBveQQ #climatechange #climateaction https://t.co/4VCMOKkPlF,2018-01-20 22:43:22+00:00,"Tampere, Finland",Finland
954846765865414656,Nano_coin,"RFK Jr. issues warning about Trump's climate change policies

Robert F. Kennedy Jr. is warning that President Donald Trump's climate change policies are ""turning America into a petrostate"" in an interview with CNN, adding ""it's hard to see a good end f https://t.co/oYw6S1c8LB",2018-01-20 22:43:03+00:00,"Altea, Spain",Spain
954845814731493377,annemariayritys,"""MSC: Fishing has an impact on our marine environment."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/d8WMgnGQxz",2018-01-20 22:39:17+00:00,"Tampere, Finland",Finland
954843343032340481,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/4iU5IleBkG",2018-01-20 22:29:27+00:00,"Tampere, Finland",Finland
954842822972145664,annemariayritys,"""What happens in the Arctic doesn´t stay in the Arctic"". -C.H.Greene, Cornell University https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/sekGQR6abZ",2018-01-20 22:27:23+00:00,"Tampere, Finland",Finland
954840838676320256,annemariayritys,"""UN SDG´s. Climate change is now affecting every country on every continent."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/bPq6amhpBI",2018-01-20 22:19:30+00:00,"Tampere, Finland",Finland
954840018928984064,annemariayritys,"""100% renewable energy is not a dream. It is reality"". -The Climate Reality Project https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/eX5Fjz6jhF",2018-01-20 22:16:15+00:00,"Tampere, Finland",Finland
954838041415340032,annemariayritys,Arctic Well-Being Essential For Earth: https://t.co/7lZdFdmST5 #climatechange #climateaction https://t.co/3LUSfku1Xe,2018-01-20 22:08:23+00:00,"Tampere, Finland",Finland
954837546764300289,annemariayritys,"""A man has made at least a start on discovering the meaning of human life when he plants shade trees"". ~E.Trueblood https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/AXtrENtRhI",2018-01-20 22:06:25+00:00,"Tampere, Finland",Finland
954835533829738497,annemariayritys,Climate Change Is Threatening Food Security: https://t.co/lTQyKm5uOc #climatechange #climateaction https://t.co/SUP4423sOI,2018-01-20 21:58:25+00:00,"Tampere, Finland",Finland
954835277184405506,Luis_I_Gomez,Es todo virtual: USA lleva destruída desde 2004 -&gt; The Pentagon tells Bush: climate change will destroy us - 2004 https://t.co/gyR1XOXlT1 via @wordpressdotcom,2018-01-20 21:57:24+00:00,"Leipzig, Germany",Germany
954834975936872448,annemariayritys,"""Paris Agreement 2015/Art.2: Aims to strengthen the global threat of climate change."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/ZKem1poMkh",2018-01-20 21:56:12+00:00,"Tampere, Finland",Finland
954834612735406080,Luis_I_Gomez,"También puede ser que ocurra justamente en la dirección contraria -&gt;Concern over climate change linked to depression, anxiety: study https://t.co/9KsyJErGpV via @smh",2018-01-20 21:54:46+00:00,"Leipzig, Germany",Germany
954832712463941636,annemariayritys,"""FAO. Climate change stands to undermine the four dimensions of food security."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/ZJP97esS7O",2018-01-20 21:47:13+00:00,"Tampere, Finland",Finland
954832256614486016,annemariayritys,Climate Resilience Necessary In Adaptation To Changing Climate:  https://t.co/UpbtSQNGSl #climatechange #climateaction https://t.co/oNhccqSfAf,2018-01-20 21:45:24+00:00,"Tampere, Finland",Finland
954831043281944576,Iwona_Biernat,New York’s easy answers on climate change https://t.co/GW50RfxDx1 via @financialtimes,2018-01-20 21:40:35+00:00,Luxembourg,Luxembourg
954830967352459264,annemariayritys,"""Bacteria, methane and other dangers within melting permafrost"". -Wired.com https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/FQRVsqteAL",2018-01-20 21:40:17+00:00,"Tampere, Finland",Finland
954829696109334529,annemariayritys,"""One tree can start a forest"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/U4k5U7oHlt",2018-01-20 21:35:14+00:00,"Tampere, Finland",Finland
954828949183492096,annemariayritys,"""Climate change is the Everest of all problems. The thorniest challenge facing humankind"". 
-L.G.Pugh https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/Nza6kNjta0",2018-01-20 21:32:16+00:00,"Tampere, Finland",Finland
954828500556570624,bleu_tomate,Plongée en Antarctique #Antarctica #antarctique #climatechange #biologie #ecologie #plongée #ocean #TAAF2018 #Marseille https://t.co/wfCp6ekcf9 https://t.co/RS3U3CTxhA,2018-01-20 21:30:29+00:00,"Marseille, France",France
954827729182093313,annemariayritys,Is Agriculture Responsible For Climate Change? https://t.co/jvDP94zlVj #climatechange #climateaction https://t.co/9ninaQUWOC,2018-01-20 21:27:25+00:00,"Tampere, Finland",Finland
954826958004776962,30littlewitch03,"The Clean Power Plan alone can't ward off the devastating impacts of #climate change, but it is an essential step toward a future led by renewable energy. Tell @EPAScottPruitt that you support the CPP. https://t.co/5O4XnIjEOa via @wwf_act",2018-01-20 21:24:21+00:00,Germany,Germany
954826166636089347,annemariayritys,Coral Reefs Are Suffering From Climate Change: https://t.co/d1FOeXO8Bg #climatechange #climateaction https://t.co/4nIDfacis1,2018-01-20 21:21:12+00:00,"Tampere, Finland",Finland
954826165797244928,MarcoMariani_IT,Climate Change Increases Population Displacements https://t.co/kBBglKDWtB,2018-01-20 21:21:12+00:00,"Firenze, Toscana - Italy",Italy
954825553684697089,AlexWitzleben,# https://t.co/dNAWFYjElY #coal #Poland #climatechange #climateaction #ActOnClimate #climatechangeIsReal #EUtrade #futureofeurope,2018-01-20 21:18:46+00:00,Brussels,Belgium
954825167041163265,annemariayritys,"""EC: In the EU, each of the EU member states has also put in place its own domestic actions."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/6AZ3icl1YW",2018-01-20 21:17:14+00:00,"Tampere, Finland",Finland
954824672570429440,ItalyFoodTrade,"🇮🇹 #barracuda, #baracuda, #mediterranean_sea &amp; #climatechange, #mediterraneandiet,… https://t.co/ioajHhADm7",2018-01-20 21:15:16+00:00,"Rome, Italy",Italy
954823158309236737,annemariayritys,"Why Does Agriculture Emit So Much Greenhouse Gases? Learn more here: 
https://t.co/1iXKrVMtdN #climatechange #climateaction https://t.co/YnZkfbxAnl",2018-01-20 21:09:15+00:00,"Tampere, Finland",Finland
954823127191703553,MicrostockA,"US unilateralism makes tacking climate change harder, WEF warns https://t.co/cIbgxtrVJa",2018-01-20 21:09:07+00:00,Spain,Spain
954821652403105793,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/K59Jk5EWFV",2018-01-20 21:03:16+00:00,"Tampere, Finland",Finland
954821457820966913,arnaudhacquin,What kind of emoji do you need to talk about climate change? https://t.co/cyEkvGByGV https://t.co/f2A2xdgbtK,2018-01-20 21:02:29+00:00,Bordeaux - Paris,France
955953098379464704,annemariayritys,Acidic Oceans a Threat to Arctic Life: https://t.co/0ePpuBveQQ #climatechange #climateaction https://t.co/4ffXML5oNF,2018-01-23 23:59:14+00:00,"Tampere, Finland",Finland
955952380402642945,annemariayritys,"""WWF: Forests are home to many of the world´s most endangered wildlife."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/J1tHOEMqKA",2018-01-23 23:56:22+00:00,"Tampere, Finland",Finland
955951087282020352,annemariayritys,"""I love spending time in nature. It doesn´t judge"". ~Katrina Mayer https://t.co/8avG7MVS0E #climatechange #climateaction https://t.co/2PSsQiZ8av",2018-01-23 23:51:14+00:00,"Tampere, Finland",Finland
955950788420997122,UlrikaBarkstrom,"Fun &amp; Inspiring!!!
A must read! 😃 https://t.co/SwsCWkna5s

#money #sustainability #aid #tech #innovation #business #security #climatechange",2018-01-23 23:50:03+00:00,"Töreboda, Sweden",Sweden
955950761988440064,ClimateMatters9,The Science of Climate Change - Helen Johnson https://t.co/iDvOZAUBBO via @YouTube,2018-01-23 23:49:57+00:00,"Paris, France",France
955949627613876226,annemariayritys,"""Paris Agreement 2015/Art.2: Aims to strengthen the global threat of climate change."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/qfv13YAz86",2018-01-23 23:45:26+00:00,"Tampere, Finland",Finland
955949550090506241,brasonja,Meet the Amateur Scientist Who Discovered Climate Change https://t.co/hFOkBgBkA0 https://t.co/RySNWdbcZ7,2018-01-23 23:45:08+00:00,"Zagreb, Croatia",Croatia
955949505702117376,ClimateMatters9,"If There's Climate Change, Why am I Freezing? https://t.co/RtIo1P1Eiv via @YouTube",2018-01-23 23:44:57+00:00,"Paris, France",France
955948821082714113,elebaldassarri,"Watch the trailer for AMC's new Arctic horror, The Terror - Cabin Radio https://t.co/xuxEdgo7Kt #arctic #climatechange",2018-01-23 23:42:14+00:00,"Berlin, Germany",Germany
955948577922088961,annemariayritys,Forests Are Our Planet´s Lungs: https://t.co/B8Slinh0ls #climatechange #climateaction https://t.co/eOp65jFhRg,2018-01-23 23:41:16+00:00,"Tampere, Finland",Finland
955947376178376704,theilmatic,"@JesseJenkins @janvmaz @a_r_schein @drvox @AukeHoekstra @MLiebreich @CostaSamaras @NurielMoghavem @BelferCenter @greg_nemet Happy to. Context: I've been (and enlisted @climatepolicy's help) thinking about how to rethink ""climate finance"" targets, away from volumetric measures alone ($$ billions and trillions) and toward change in cost (all-in, WACC, etc.) over time per tech per market/geography.",2018-01-23 23:36:29+00:00,San Francisco and Stockholm,Sweden
955947069507801089,annemariayritys,"""The Arctic acts as a refrigerator for the rest of the world"". -NSIDC https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/BvFLpVruKw",2018-01-23 23:35:16+00:00,"Tampere, Finland",Finland
955946559820173312,annemariayritys,How To Guarantee Arctic Environmental Well-Being: https://t.co/t4s0cZEVtD #climatechange #climateaction https://t.co/Z2CmIaCM2h,2018-01-23 23:33:15+00:00,"Tampere, Finland",Finland
955946557462822912,ClimateMatters9,Rats Inside the Experiment: What Ice Cores say about Abrupt Climate Change https://t.co/4Xq8kil1wV via @YouTube,2018-01-23 23:33:14+00:00,"Paris, France",France
955741305723858944,UNFCCC,"The World Economic Forum kicked off today in #Davos https://t.co/OsZJsvXLbs Extreme weather and #climatechange are among the top risks facing the world, says @WEF #WEF18 https://t.co/4koO4McpI7",2018-01-23 09:57:38+00:00,"Bonn, Germany",Germany
955945067612602369,annemariayritys,"""Solar power is a technology, not a fuel. It becomes less expensive with time, unlike dirty fossil fuels"". https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/cQsLLy0Di0",2018-01-23 23:27:19+00:00,"Tampere, Finland",Finland
955943810986594304,annemariayritys,"""Bacteria, methane and other dangers within melting permafrost"". -Wired.com https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/gLlF2n830y",2018-01-23 23:22:19+00:00,"Tampere, Finland",Finland
955942598719496192,docum3nt,"@MichRogCook @willgoodbody You misunderstand. I'm not denying climate change at all, just looking for the normal standards of scientific rigour. We all agree it's changing; I just want to know how much of it we can fix and how much we can't. ""Overwhelming"" is not a statistical measure.",2018-01-23 23:17:30+00:00,Cork 🇮🇪 Ireland 🇪🇺,Ireland
955942554192793600,annemariayritys,"""FAO. Food availability will be compromised by projected yield declines."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/4BkQQ1PBBT",2018-01-23 23:17:20+00:00,"Tampere, Finland",Finland
955942482612768768,CGIAR,Key river basin could benefit from climate change https://t.co/yAqx6CZ1eM @IWMI @SciDevNet https://t.co/t1EBhmyG8s,2018-01-23 23:17:03+00:00,"Montpellier, France",France
955942042101866496,BrendanCarton,"#ClimateChange – #Australia getting it in the neck, but #LNP Fed. &amp; NSW governments just can't seem to cotton on. https://t.co/V6pvo20qRi",2018-01-23 23:15:18+00:00,"Galway, Ireland",Ireland
955941028703490049,annemariayritys,"""The Arctic is warming at a rate of almost twice the global average"". -WWF https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/zWMqfbQy4M",2018-01-23 23:11:16+00:00,"Tampere, Finland",Finland
955940936621555712,TheO530CarrisPT,"I also think that Trump won't get a 2nd term. His constant pandering to Russia, his clueless (like the withdrawal from Paris Agreement on climate change) &amp; bigoted policies (border wall, for example) prove that he sucks as POTUS. And that's why people like me have enough of him. https://t.co/Mcj1qLIQAJ",2018-01-23 23:10:54+00:00,"Global (Lisbon, PT)",Portugal
955939780180758529,annemariayritys,"""UN SDG´s: People are experiencing the significant impacts of climate change."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/iypCVLUwht",2018-01-23 23:06:18+00:00,"Tampere, Finland",Finland
955741305723858944,UNFCCC,"The World Economic Forum kicked off today in #Davos https://t.co/OsZJsvXLbs Extreme weather and #climatechange are among the top risks facing the world, says @WEF #WEF18 https://t.co/4koO4McpI7",2018-01-23 09:57:38+00:00,"Bonn, Germany",Germany
955939033586290688,annemariayritys,Agricultural Manure and Global Methane Emissions: https://t.co/Uy62t5fv1R #climatechange #climateaction https://t.co/DHOmjBjKYq,2018-01-23 23:03:20+00:00,"Tampere, Finland",Finland
955938779742785537,AdamB_,@iadevaia16 @DavidAFrench I think a Republican that acknowledged climate change would have a good chance of getting millennial votes.,2018-01-23 23:02:20+00:00,Sweden,Sweden
955938487320051712,nathaliepares,"Peru passes a law allowing #roads through pristine #Amazon rainforest &amp; says ""Benvenido!"" to #climatechange https://t.co/Qosnvi6VRx",2018-01-23 23:01:10+00:00,Barcelona,Spain
955937003987787776,annemariayritys,"""MSC: There are more than 20K MSC labelled, certified sustainable seafood products."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/G55tW0SJL8",2018-01-23 22:55:16+00:00,"Tampere, Finland",Finland
955936525052731392,annemariayritys,"""What happens in the Arctic doesn´t stay in the Arctic"". -C.H.Greene, Cornell University https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/oz3bjgv9Nf",2018-01-23 22:53:22+00:00,"Tampere, Finland",Finland
955935972016971776,theoneshotmi,"“Climate change isn’t an environmental issue, nor is it a question of economic growth. It’s about survival for humanity as a whole.” Anote Tong 

via @MatthieuRytz
click for more: https://t.co/F7BPEEfpf4

#NewClimate @sundancefest https://t.co/AsjFQjg30o",2018-01-23 22:51:10+00:00,"Marseille, France",France
955935467744256000,boghche,#Iran: New York Times Blames #IranProtests on ‘Climate Change’ #ClimateChange #FreeAllProtesters #Copenhagen #Stockholm #Paris #Rome #Vaticano #Berlin https://t.co/5JhmJiRifP,2018-01-23 22:49:10+00:00,Denmark,Denmark
955934993972453381,annemariayritys,"""The Arctic is experiencing a number of striking social and environmental changes and influences"". -ACIA (Arctic Climate Impact Assessment) https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/XtlrX8ckoF",2018-01-23 22:47:17+00:00,"Tampere, Finland",Finland
954430650630725633,francediplo,"#JaneGoodall :
➖
« Le coeur de mon message, c’est que si nous continuons à faire comme si de rien n’était, si nous persistons à ne pas prendre en compte la corruption endémique, alors à l’avenir, que restera-t-il à nos arrières petits enfants ? Nous devons agir - maintenant. » https://t.co/UuDmhJqVMh",2018-01-19 19:09:34+00:00,"Quai d'Orsay, Paris, France",France
955933978925699072,annemariayritys,"Cleantech Investments Bring Significant Benefits To Tackle Climate Change: 
https://t.co/7z78rXVLRj #climatechange #climateaction https://t.co/iOanUZir2E",2018-01-23 22:43:15+00:00,"Tampere, Finland",Finland
955932980358385669,annemariayritys,"""Imagine if trees gave off wifi signals, we would probably be planting so many trees and save the planet too"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/diAh2q5LbI",2018-01-23 22:39:17+00:00,"Tampere, Finland",Finland
955932071741964288,mbakunin88,"@RegimeChangeBC Personally, I do think that there is a mad-made aspect to climate-change now occurring, BUT the earth has warmed like this before &amp; then become colder again, cycling through tens of thousands of years.",2018-01-23 22:35:40+00:00,"Pobal O Caoimh, County Cork - Bridge River Valley - Vancouver",Ireland
955931745190318080,energyUlster,"@nievowners @ClimateReality Thank you for a great presentation tonight, full of meaningful facts on climate change!",2018-01-23 22:34:23+00:00,"Newtownabbey, Northern Ireland",Ireland
955931210303361029,annemariayritys,"""Every leaf speaks bliss to me, fluttering from the autumn tree"". ~E.Bronte https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/9eb3wLmVs5",2018-01-23 22:32:15+00:00,"Tampere, Finland",Finland
955931080409931778,BrendanCarton,"@wokeluisa Poor old Rupert is old and not long for this world. We should cut the venomous, climate change–denying, socially–recalcitrant, obstructive fart some slack.

Just kidding.",2018-01-23 22:31:44+00:00,"Galway, Ireland",Ireland
955930917033467911,ThibautDN,"The Global Risks Report 2018 https://t.co/UsNbggXkno     

#cyberattacks #WaterCrisis #climatechange #biodiversity",2018-01-23 22:31:05+00:00,Brussels,Belgium
955930465025880071,annemariayritys,Why Climate Change Causes Droughts &amp; Floods: https://t.co/88f0S9vvlT #climatechange #climateaction https://t.co/AG65bYjoyM,2018-01-23 22:29:17+00:00,"Tampere, Finland",Finland
955929986380247041,annemariayritys,Climate Change Major Threat To Human Rights: https://t.co/jDvcDzm8ZQ #climatechange #climateaction https://t.co/rzQf14gPRN,2018-01-23 22:27:23+00:00,"Tampere, Finland",Finland
955927981733621760,annemariayritys,"""Man came down from the tree and then he cut the tree down"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/bai6kq0sZU",2018-01-23 22:19:25+00:00,"Tampere, Finland",Finland
955927208111038465,annemariayritys,"""Traditional lifestyles in the Arctic could be at risk from climate change"". -ACIA (Arctic Climate Impact Assessment) https://t.co/ghgHOKuPXT #climatechange #climateaction https://t.co/20PmhR5oK6",2018-01-23 22:16:21+00:00,"Tampere, Finland",Finland
955926737183035393,polit2k,@PerKurowski Al Gore's solution to climate change: impose a carbon tax and publicly ...  https://t.co/EFguxBCGSE,2018-01-23 22:14:29+00:00,"Le Touquet and Paris, France",France
955925187433779206,annemariayritys,"""From a small seed a mighty trunk may grow"". ~Aeschylus https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/tRVdCX3D5M",2018-01-23 22:08:19+00:00,"Tampere, Finland",Finland
955924886341541889,elebaldassarri,Museum dives into Arctic mystery with new show - Niagara Falls Review https://t.co/dmWXaTQqnj #arctic #climatechange,2018-01-23 22:07:07+00:00,"Berlin, Germany",Germany
955924673354764298,annemariayritys,UV Radiation Particularly Intense in The Arctic: https://t.co/LSxZvUGDRp #climatechange #climateaction https://t.co/xM4idpQ6i7,2018-01-23 22:06:17+00:00,"Tampere, Finland",Finland
955924216024625152,Sustainable2050,How climate change caused two glacier collapses in Tibet. https://t.co/3lkVR4v3T4,2018-01-23 22:04:27+00:00,Netherlands,Netherlands
955922701302030343,annemariayritys,"""No challenge poses a greater threat to future generations than climate change"". -President Obama https://t.co/xmoWjxiA6F #climatechange #climateaction https://t.co/zVy8OKc5xW",2018-01-23 21:58:26+00:00,"Tampere, Finland",Finland
955922166033371137,annemariayritys,"""Keep calm and plant a tree"". https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/V6QrAoBVdp",2018-01-23 21:56:19+00:00,"Tampere, Finland",Finland
955921725044199425,bioluisinho,"Large-scale deployment of dedicated #Bioenergy plantations + CCS (#Carbon Capture &amp; Storage) would impact massively on freshwaters, biodiversity &amp; land use
https://t.co/pHeeD6zkeg || @nature 

Tackling #ClimateChange with negative #CO2 emissions is likely not ""planetary feasible""",2018-01-23 21:54:34+00:00,"Wexford, Ireland",Ireland
955921370990501889,polit2k,@PerKurowski Trumpkins/GoP are climate change deniers so carbon tax won’t fly in US until regime change.,2018-01-23 21:53:09+00:00,"Le Touquet and Paris, France",France
955919888601833473,annemariayritys,What Is A Certified Emission Reduction Unit? Learn more here:  https://t.co/8MKSTz1EmU #climatechange #climateaction https://t.co/lqqg4KwSGt,2018-01-23 21:47:16+00:00,"Tampere, Finland",Finland
955919880464814080,blockchainitaly,UN Coalition: Fighting Climate Change With Blockchain https://t.co/SAExT3Zuqp,2018-01-23 21:47:14+00:00,"Rome, Lazio",Italy
955919407796146176,annemariayritys,Arctic Climate Change Leads to Major Impacts on the Environment: https://t.co/6kYrgu1Znj #climatechange #climateaction https://t.co/ocwQiCsqIe,2018-01-23 21:45:21+00:00,"Tampere, Finland",Finland
950517346250231808,annemariayritys,"""EC. Polar ice caps are melting, sea levels rising and glaciers retreating."" https://t.co/nb9jeqOkzU #climatechange #climateaction https://t.co/0yebx2rN0I",2018-01-08 23:59:29+00:00,"Tampere, Finland",Finland
950308346891993088,UNFCCC,#ClimateAction is also about #policymaking. Check these new key #policy recommendations for countries on #ClimateTech https://t.co/9z0wcKzktL https://t.co/qZgbZlSGtk,2018-01-08 10:09:00+00:00,"Bonn, Germany",Germany
